6.04448E+17,1,RRR Beyonc  And Rihanna Is The Queen Of POP #ChoiceMusicCollaboration FourFiveSeconds #IChooseBEYONCE,,,,,
6.05189E+17,1,I posted a new photo to Facebook http://t.co/jCmz0Ws5rx,,,,,
6.05598E+17,1,My #TeenChoice nominee for #ChoiceDramaTVActor is Jensen Ackles My #TeenChoice nominee for #ChoiceSciFiTVActor is Jensen Ackles 29 S C t C ,,,,,
6.05226E+17,1,so fucking cute#JustinForMMVA http://t.co/hbXy314gEk,,,,,
6.04914E+17,1,gdf395sdf #TeenChoice#ChoiceMusicGroupMale #ChoiceSongGroup Steal My Girl by One Direction#ChoiceFandom Directioners,,,,,
6.05683E+17,1,My #TeenChoice nominee for #ChoiceTVLiplock and #ChoiceTVChemistry is Kurt and Blaine 293,,,,,
6.05485E+17,1,Today stats: One follower, No unfollowers via http://t.co/au6CAvRosT,,,,
6.05674E+17,1,My #TeenChoice nominee for #ChoiceFemaleHottie &amp; #ChoiceSciFiTVActress is Nina Dobrev i,,,,,
6.05864E+17,1,Weather Update. http://t.co/4IjvmB11WK 18:31:40,,,,,
6.04522E+17,1,Weather Update. http://t.co/Z4md143uEg 01:35:52,,,,,
6.06018E+17,1,This week on twitter: One new follower, 4 new unfollowers  and followed 6 people via http://t.co/jbsmGWnczc,,,,
6.04972E+17,1,My #TeenChoice nominee for #ChoiceFemaleWebStar is Anne Curtis http://t.co/by31ffkQsN http://t.co/8vVSMCr9dx x504,,,,,
6.04562E+17,1,bvc54gfd #1DForMMVA #TeenChoice #ChoiceFandom Directioners #ChoiceMusicGroupMale One Direction,,,,,
6.0535E+17,1,My #TeenChoice nominee for #ChoiceTVChemistry &amp; #ChoiceTVLiplock is Klaus and Caroline #ChoiceFandom #Klaroline      ,,,,,
6.06468E+17,1,263/300#MTVAwardsStar Lady Gaga #MTVAwardsStar One Republic,,,,,
6.04344E+17,1,421 My #TeenChoice nominee for #ChoiceMusicGroupMale is Super Junior My #TeenChoice nominee for #ChoiceFandom is ELF#CelebsBR Super Junior,,,,,
6.05718E+17,1,My #TeenChoice nominees for #ChoiceTVChemistry are Dean and Castiel. RT to vote!,,,,,
6.04728E+17,1,457/600#TeenChoice #ChoiceFemaleArtist Lady Gaga#ChoiceFandom Little Monsters,,,,,
6.05001E+17,1,My #TeenChoice nominee for #ChoiceTVChemistry #ChoiceTVLiplock #ChoiceFandom is Klaus and Caroline #Klaroline 110,,,,,
6.06352E+17,1,I posted a new photo to Facebook http://t.co/HXX39b47Nw,,,,,
6.0506E+17,1,1015/2000#TeenChoice #ChoiceFemaleArtist Lady Gaga#ChoiceFandom Little Monsters  #SocialMediaQueen is Lady Gaga,,,,,
6.04578E+17,1,#TeenChoice#ChoiceRBHipHopArtist Rihanna#ChoiceFemaleArtist Rihanna#ChoiceSongFemaleArtist #ChoiceRBHipHopSongFourFiveSeconds  86,,,,,
6.05125E+17,1,My #TeenChoice nominee for #ChoiceTVChemistry &amp; #ChoiceTVLiplock #ChoiceFandom is Klaus and Caroline #Klaroline 33,,,,,
6.05275E+17,1,182RT#TeenChoice#ChoiceFemaleArtist Rihanna#ChoiceFandom Rihanna Navy#ChoiceSciFiTVActor Ian Somerhalder#SocialMediaQueen Rihanna,,,,,
6.05368E+17,1,I posted a new photo to Facebook http://t.co/DKdzBvNLzP,,,,,
6.05484E+17,1,Today stats: One follower, 4 unfollowers via http://t.co/0r9tIpfcw1,,,,
6.02656E+17,1,I posted a new photo to Facebook http://t.co/N3tbbd8Dnm,,,,,
6.04913E+17,1,das328as #TeenChoice#ChoiceMusicGroupMale #ChoiceSummerSong No Control by One Direction#ChoiceFandom Directioners,,,,,
6.01692E+17,1,Just posted a photo https://t.co/ltbBLNFtFf,,,,,
6.04282E+17,1,At your best, you are psychically attuned to the vibes, though... More for Pisces http://t.co/IZNT2f2etL,,,
6.04599E+17,1,Sorting out the most practical thoughts from all the noise is ... More for Pisces http://t.co/F31eFqxkWQ,,,,,
6.04908E+17,1,You Lions are known for creating a plan and boldly putting it ... More for Leo http://t.co/FVX9lA46cJ,,,,,
6.05704E+17,1,Very #funny #video of a #dog #teaching us how to have #safe #sex !! - https://t.co/1ljmWwrYr2,,,,,
6.05659E+17,1,12 ||        My #TeenChoice nominee for #ChoiceMusicGroupMale is Super Junior #ChoiceFandom ELF,,,,,
6.04085E+17,1,Today stats: No new followers, One unfollower via http://t.co/antSbd3NK1,,,,
6.05606E+17,0,I want to go to NYC ..,,,,,
6.03718E+17,1,Today stats: No new followers, One unfollower via http://t.co/jrCjyN0ELJ,,,,
6.05611E+17,1,My #TeenChoice nominee for #ChoiceTVChemistry is Dean and Castiel pumpkin,,,,,
6.02885E+17,1,Today stats: One follower, No unfollowers via http://t.co/yBreXl8yRh,,,,
6.05102E+17,1,I want to nominate hook and emma #ChoiceTVChemistry 180812,,,,,
6.05272E+17,0,Where are you? @the1975,,,,,
6.0579E+17,1,My #TeenChoice nominees for #ChoiceTVChemistry and #ChoiceTVLiplock are Kurt and Blaine from Glee NOW PLEASE 147,,,,,
6.04484E+17,1,.....   #TeenChoice #ChoiceFemaleArtist Rihanna #ChoicePartySong Bitch Better Have My Money#ChoiceRBHipHopSong Bitch Better Have My Money,,,,,
6.05626E+17,1,My #TeenChoice nominee for #ChoiceTVChemistry and #ChoiceTVLiplock is Damon and Elena l,,,,,
6.04825E+17,1,eq #choicecomedian #choicedancer #choicemalehottie #ChoiceMaleArtist  #ChoiceRBHipHopArtist  #ChoiceSocialmediaking is JUSTIN TIMBERLAKE,,,,,
6.01894E+17,0,someone text me,,,,,
6.05454E+17,1,my #teenChoice nominee for #ChoiceTVChemistry are Dean &amp; Castiel 89567,,,,,
6.06211E+17,1,#MTVAwardsStar Ariana Grande x288,,,,,
6.04653E+17,1,Weather Update. http://t.co/6yiTRCroUN 10:17:49,,,,,
6.05397E+17,1,129/300 #teenchoice #ChoiceInstagrammer #ChoiceFemaleHottie #SocialMediaQueen #ChoiceFemaleArtist Lady Gaga #ChoiceFandom Little Monsters,,,,,
6.04675E+17,1,29 Going to church Lol! #TeenChoice #ChoiceFemaleArtist Lady Gaga,,,,,
6.0532E+17,1,My #TeenChoice Nominee for #ChoiceMusicNextBigThing is Christina Grimmie  84,,,,,
6.04873E+17,1,--  #TeenChoice#ChoiceFemaleArtist Rihanna#ChoiceMovieTVSong Towards The Sun#ChoiceFandom Rihanna Navy,,,,,
6.0576E+17,1,tres #TeenChoice #ChoiceDramaTVActress Jennette McCurdy,,,,,
6.04001E+17,1,#TeenChoice#ChoiceRBHipHopArtist#ChoiceFemaleArtistRihanna#ChoiceSongFemaleArtist #ChoiceRBHipHopSongFourFiveSeconds 64,,,,,
6.06341E+17,1,New day, new tweets, new stats. 1 new unfollower. Via good old http://t.co/nQNGnBwtF3,,,
6.05891E+17,1,12 new tweeps followed me in the last week. I find relevant people to follow with the #CopyFollowers feature of http://t.co/SSrCCTsm0W,,,,,
6.0534E+17,1,Watch FWatch Free Porn : http://evretube.comree Porn : http://t.co/m6AuOcJw2y http://t.co/6URIIhBOqu,,,,,
6.05569E+17,1,I posted a new photo to Facebook http://t.co/L3pacJ8f0t,,,,,
6.05521E+17,1,My #TeenChoice nominee for #ChoiceTVChemistry &amp; #ChoiceTVLiplock is Stefan and Caroline 063,,,,,
6.05459E+17,1,My #TeenChoice nominee for #ChoiceRBHipHopArtist is  http://t.co/PvtPqFErpV @augustalsina,,,,,
6.02486E+17,1,I posted a new photo to Facebook http://t.co/VrSSuRrVR0,,,,,
6.04454E+17,1,gggi  Keep using the hashtag guys! #IChooseNicki,,,,,
6.0285E+17,1,Today stats: 2 followers, 3 unfollowers and followed one person via http://t.co/RoG7WZRDGw,,,,
6.03051E+17,1,Britt and Brady &gt;&gt;&gt; #TheBachelorette,,,,,
6.06547E+17,1,124/300#MTVAwardsStar One Republic  #MTVAwardsStar Lady Gaga,,,,,
6.02837E+17,1,Today stats: No new followers, 2 unfollowers via http://t.co/gigI0whQHL,,,,
6.03929E+17,1,My #TeenChoice nominee for #ChoiceSummerSong is No Control by One Direction   22,,,,,
6.02239E+17,1,2 Beyonc  Is The Queen Of POP #IChooseBEYONCE,,,,,
6.04386E+17,1,Weather Update. http://t.co/Iv3e2axeov 16:37:06,,,,,
6.02645E+17,1,Today stats: 2 followers, 2 unfollowers and followed one person via http://t.co/PUu46g4q85,,,,
6.06093E+17,1,Making a positive lasting impression on your boss is your main... More for Pisces http://t.co/euoEBilQU5,,,,,
6.05428E+17,1,441 My #TeenChoice nominee for #ChoiceMusicGroupMale is Super Junior,,,,,
6.02525E+17,1,Today stats: No new followers, One unfollower via http://t.co/yerm5xTB89,,,,
6.03737E+17,1,My #TeenChoice nominee for #ChoiceMusicGroupMale is EXO 49,,,,,
6.03557E+17,1,LIVE on #Periscope: lol https://t.co/C4WcAZAlaq,,,,,
6.03892E+17,1,#SelenaForMMVA I #IChooseBeyonce I #TeenChoice #ChoiceFemaleArtist Ariana Grande 2,,,,,
6.04612E+17,1,Weather Update. http://t.co/WvuEGH4d5O 07:33:33,,,,,
